"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporales","Acrospermales","Agaricales","Agaricostilbales","Archaeosporales","Atheliales","Auriculariales","Basidiobolales","Boliniales","Botryosphaeriales","Caliciales","Candelariales","Cantharellales","Capnodiales","Chaetosphaeriales","Chaetothyriales","Chytridiales","Coniochaetales","Corticiales","Cystobasidiales","Cystobasidiomycetes_ord_Incertae_sedis","Cystofilobasidiales","Diaporthales","Diversisporales","Dothideales","Dothideomycetes_ord_Incertae_sedis","Entorrhizales","Entylomatales","Erysiphales","Erythrobasidiales","Eurotiales","Filobasidiales","Geastrales","Geminibasidiales","Gigasporales","Glomerales","Glomerellales","GS05","GS11","Harpochytriales","Helotiales","Holtermanniales","Hymenochaetales","Hypocreales","Lecanorales","Leucosporidiales","Lichenostigmatales","Lobulomycetales","Magnaporthales","Melanosporales","Microascales","Microbotryomycetes_ord_Incertae_sedis","Microstromatales","Microthyriales","Mortierellales","Mucorales","Mycocaliciales","Myriangiales","Myrmecridiales","Mytilinidiales","Olpidiales","Onygenales","Orbiliales","Ostropales","Pezizales","Pezizomycotina_ord_Incertae_sedis","Phaeomoniellales","Phomatosporales","Platygloeales","Pleosporales","Polyporales","Rhizophlyctidales","Rhizophydiales","Rhytismatales","Russulales","Saccharomycetales","Sebacinales","Sordariales","Sordariomycetes_ord_Incertae_sedis","Spizellomycetales","Sporidiobolales","Taphrinales","Teloschistales","Thelebolales","Thelephorales","Trechisporales","Tremellales","Tremellodendropsidales","Trichosphaeriales","Trichosporonales","Tubeufiales","Umbelopsidales","unidentified","unspecified_Agaricomycetes","unspecified_Ascomycota","unspecified_Basidiobolomycota","unspecified_Basidiomycota","unspecified_Chytridiomycota","unspecified_Cystobasidiomycetes","unspecified_Dothideomycetes","unspecified_Eurotiomycetes","unspecified_Fungi","unspecified_Glomeromycota","unspecified_Leotiomycetes","unspecified_Microbotryomycetes","unspecified_Orbiliomycetes","unspecified_Sordariomycetes","unspecified_Tremellomycetes","Urocystidales","Ustilaginales","Venturiales","Verrucariales","Wallemiales","Xylariales"
217,217,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN13",3,1,1,5.8,1.174,73,8,"S","S","N",1,"S08","S08SN1","S08SN1","S08","SN",1,1,5.3,1.169,73,8,"4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR011A",0,0,800,0,3,0,0,0,0,21,0,0,772,2320,0,869,0,233,0,0,0,0,0,96,35,3,0,0,0,0,98,174,0,7,0,862,0,0,0,0,111,0,0,133,0,0,100,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,328,0,7017,0,0,0,0,36949,0,10,0,0,0,0,0,1551,0,73,0,0,0,0,0,0,129,0,0,0,0,0,407,105,718,0,0,21,0,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,68
218,218,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE13",3,1,1,1.3,1.076,77,NA,"S","P","E",1,"S10","S10PE1","S10PE1","S10","PE",1,1,2.9,1.117,79,NA,"4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,34.94,34.35,35.26,35.41,4,1,"S1001","JTMR010DW",0,0,214,0,0,0,7,0,0,0,0,0,18,490,0,203,0,1337,0,0,0,0,0,0,31,138,0,0,0,0,10997,180,0,0,0,0,137,0,0,3,174,0,0,2314,0,0,30,0,0,0,2980,0,0,0,516,339,0,0,0,0,0,1646,8,0,201,0,0,0,0,10957,0,18,0,0,0,0,0,4336,0,53,0,0,0,4981,0,0,84,0,0,0,0,0,491,46,2100,0,0,28,0,0,0,387,0,77,0,0,21,0,8,0,20,0,0,765
219,219,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN13",3,0,0,3.4,1.125,77,7,"S","P","N",1,"S07","S07PN1","S07PN1","S07","PN",0,0,2.8,1.111,80,7,"4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010EX",0,0,310,0,0,0,0,0,0,6,0,0,91,1884,0,745,0,600,0,0,0,8,0,4,279,0,0,0,0,0,147,876,4,0,0,3,6,19,0,0,6124,0,0,396,0,0,1391,0,0,0,37,0,0,0,182,0,0,0,0,0,0,204,81,0,995,0,0,0,0,21571,0,65,15,0,0,0,0,4189,0,213,0,0,0,47,0,0,960,0,0,0,0,0,614,4268,549,0,5,6,0,4,0,2313,0,10,0,0,35,20,3,3,3,0,0,76
220,220,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE13",3,0,0,10.5,1.256,86,7,"S","S","N",1,"S07","S07SN1","S07SE1","S07","SN",0,0,7.8,1.212,82,7,"4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR011AI",0,0,940,0,0,0,0,0,0,12,0,0,0,848,0,4401,0,315,0,6,0,0,0,643,30,2,0,0,0,0,2804,331,5,0,0,950,0,0,0,0,4630,0,0,616,0,0,92,0,0,0,0,0,0,0,0,70,0,0,0,0,0,6,523,0,5102,0,0,0,0,24632,0,8,0,0,0,0,0,623,0,22,0,6,0,4,0,0,293,0,0,0,0,0,499,0,6765,0,0,0,0,8,0,3050,0,0,0,0,256,0,0,0,0,0,0,699
221,221,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN13",3,1,1,6.5,1.192,67,NA,"C","P","N",1,"C01","C01PN1","C01PN1","C01","PN",1,1,6.1,1.182,67,NA,"4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010DA",0,0,128,0,0,0,20,0,0,22,0,0,333,6296,0,566,82,708,55,0,0,64,6,7,93,0,0,0,0,0,1500,2041,0,0,0,0,29,0,0,8,1001,21,0,2007,0,14,60,12,0,0,700,0,0,0,536,74,0,0,0,0,2,417,132,0,6372,54,0,0,0,25276,0,375,46,0,0,0,0,9808,0,696,0,5,0,561,3,0,448,19,0,0,0,0,1088,34,801,0,4,672,0,330,0,2535,0,63,0,0,43,85,0,0,5,0,0,165
222,222,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN13",3,1,1,8.7,1.229,71,NA,"C","S","N",1,"C01","C01SN1","C01SN1","C01","SN",1,1,8.7,1.229,71,NA,"4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010V",0,0,484,0,0,0,0,0,0,0,0,0,158,254,0,2611,0,242,0,0,0,0,42,392,0,0,0,0,0,0,1980,32,0,0,0,3008,0,0,0,32,11,21,0,4365,0,0,115,0,0,0,0,0,0,0,143,18,0,0,0,0,12,0,1916,0,4486,0,0,0,13,7156,0,0,0,0,3,0,0,3489,0,700,0,0,0,427,0,0,3,0,0,0,0,0,155,0,654,0,300,31,0,0,0,4879,0,0,0,0,108,0,0,0,0,0,0,33
223,223,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE13",3,1,1,8.6,1.233,67,NA,"C","P","E",1,"C01","C01PE1","C01PE1","C01","PE",1,1,8.6,1.233,66,NA,"4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010BY",0,0,817,13,0,0,0,0,0,0,0,0,0,3655,0,719,0,1143,5,0,0,0,6,0,55,4,0,0,0,0,3134,297,0,0,0,0,5,0,0,0,2326,10,0,2013,0,0,4,0,0,0,736,0,0,0,86,244,0,0,0,0,0,1175,44,0,752,0,0,0,0,11101,0,575,0,0,0,0,0,7830,318,166,0,0,0,18006,0,179,334,20,0,0,6,0,368,495,1100,0,737,35,7,290,0,1016,0,190,0,0,19,0,0,0,0,0,5,12
224,224,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN13",3,1,1,2.6,1.111,82,NA,"C","P","N",1,"C05","C05PN1","C05PN1","C05","PN",1,1,2.7,1.112,73,NA,"4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.32,35.77,35.96,35.03,4,1,"C511","JTMR011FA",0,0,17,0,0,0,0,0,0,0,0,0,13,1158,0,922,0,567,0,0,0,0,0,25,58,18,0,0,0,0,5571,259,0,0,0,9,73,0,0,0,10551,0,0,1446,0,21,0,0,0,0,1317,0,0,0,0,17,0,0,0,0,0,1456,549,0,12032,0,0,0,0,23536,0,92,0,0,0,0,0,11677,0,93,0,0,0,985,0,0,336,0,3,0,0,0,271,6,509,0,0,17,0,19,7,242,0,54,0,0,39,0,0,0,43,0,0,535
226,226,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE13",3,1,2,3,1.121,70,NA,"C","P","E",1,"C05","C05PE1","C05PE1","C05","PE",1,2,2.95,1.119,73,NA,"4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011E",0,0,2961,0,0,0,0,0,0,37,0,0,20,7023,0,235,0,2327,0,56,0,0,135,47,1504,4,0,0,0,0,1573,121,22,0,0,112,3261,0,0,0,556,31,0,3598,0,0,282,0,0,26,141,0,0,113,0,77,0,0,0,0,0,444,180,0,1788,0,0,0,0,20785,0,100,0,0,0,0,0,18738,0,24,0,0,0,240,0,0,2010,0,0,0,0,0,564,31,313,0,10,0,0,0,0,287,0,26,0,0,7,0,0,0,0,0,9,45
227,227,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE13",3,1,2,4.4,1.151,74,NA,"C","S","E",1,"C05","C05SE1","C05SE1","C05","SE",1,2,5.8,1.181,74,NA,"4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011CZ",0,0,406,0,17,0,0,0,0,462,0,0,21,3100,0,1266,0,797,0,7,0,0,0,138,2334,0,0,0,0,0,2019,47,0,0,0,346,0,0,0,0,11065,6,0,1209,0,0,3730,0,15,0,138,0,0,0,0,460,0,0,0,0,0,642,1126,0,1475,0,0,0,6,43248,107,584,3,0,0,0,0,3973,0,18,0,0,0,206,0,0,1291,0,0,0,0,0,42,0,1544,0,23,0,0,215,0,467,0,161,0,0,84,0,0,0,0,0,0,91
229,229,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE13",3,1,2,NA,NA,76,NA,"C","P","E",1,"C08","C08PE1","C08PE1","C08","PE",1,2,NA,NA,76,NA,"4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010BJ",0,0,1631,0,0,0,0,0,0,3,0,0,10,10478,0,1115,10,2021,6,0,0,10,0,0,347,2,0,0,0,0,4525,1142,2,0,0,11,135,37,0,10,1864,7,0,3360,0,8,14,0,0,0,1020,0,0,0,206,167,0,0,0,0,0,804,220,0,2133,0,0,0,0,25375,0,144,0,0,0,0,0,6829,12,260,47,0,0,2510,0,0,1455,363,0,0,0,0,347,0,505,0,0,125,0,27,0,1077,0,33,0,0,0,23,0,0,0,0,0,73
230,230,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE13",3,1,1,NA,NA,84,NA,"C","S","E",1,"C08","C08SE1","C08SE1","C08","SE",1,1,NA,NA,80,NA,"4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010FE",0,0,2215,0,0,0,0,0,0,31,0,0,162,1070,0,1312,33,22248,0,0,0,0,9,8,61,0,0,0,0,8,5224,574,0,6,0,219,7,0,0,37,2481,0,0,454,0,0,74,0,38,0,16,0,0,0,472,0,0,0,0,0,21,46,524,0,2350,0,0,0,0,15989,0,0,16,0,0,0,0,1348,0,140,0,0,0,24,0,0,177,0,0,0,0,0,347,44,413,5,0,35,0,0,0,1978,0,0,0,0,175,0,0,0,0,0,0,296
231,231,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN13",3,0,0,NA,NA,89,NA,"C","S","N",1,"C07","C07SN1","C07SN1","C07","SN",0,0,NA,NA,86,NA,"4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR011AM",0,0,201,0,0,0,0,0,0,88,0,0,8,1254,0,442,0,1555,0,0,0,0,0,20,155,0,0,0,0,0,479,499,0,0,0,19,33,0,0,0,2235,0,0,1354,0,70,1143,0,0,0,4,0,0,0,0,0,0,0,0,0,0,114,402,0,2793,0,0,0,3,29640,0,19,0,0,0,0,0,163,0,0,0,0,0,8,0,0,882,0,0,0,0,0,22,0,2415,0,0,0,0,10237,0,159,0,0,0,0,29,0,0,0,0,0,0,134
232,232,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE13",3,1,3,NA,NA,78,NA,"C","P","E",1,"C07","C07PE1","C07PE1","C07","PE",1,3,NA,NA,75,NA,"4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,36.95,36.1,NA,2,0,"C701","JTMR010DH",0,0,1458,17,0,0,0,0,0,75,0,0,157,5003,0,64,0,0,98,8,0,5,0,0,142,0,0,0,0,0,1365,126,0,0,0,63,273,0,0,0,1983,0,0,3438,0,9,645,0,0,0,135,0,0,0,302,198,0,0,0,0,0,40,114,0,787,0,0,0,0,25216,0,0,0,0,0,0,0,2824,63,4,0,0,0,191,0,0,916,0,0,0,0,0,47,15247,102,0,37,0,0,89,0,582,0,0,0,0,22,0,0,0,0,0,0,8
234,234,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE13",3,1,1,13.8,1.321,75,NA,"C","S","E",1,"C01","C01SE1","C01SE1","C01","SE",1,1,14.4,1.338,74,NA,"4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,39.66,NA,NA,NA,1,0,"C101","JTMR010EF",0,0,93,0,20,0,0,0,0,136,0,0,66,945,0,1080,0,584,24,0,0,12,4,3,187,0,0,0,0,0,443,270,0,0,0,246,9,0,0,0,10330,47,0,2338,0,15,874,0,27,0,0,0,0,0,109,3,0,0,0,0,6,4,1027,0,943,0,0,0,18,32709,0,155,23,0,0,0,0,1488,2,48,0,0,0,14,0,0,111,0,0,0,0,0,318,632,1140,4,5,0,0,341,0,1785,0,0,0,0,162,40,0,0,0,4,0,41
237,237,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN13",3,1,1,11.7,1.281,91,NA,"C","S","N",1,"C06","C06SN1","C06SN1","C06","SN",1,1,11.2,1.273,85,NA,"4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010CS",0,0,2682,0,31,0,0,0,0,37,0,0,574,1619,0,2543,0,1822,0,0,0,267,1006,7,478,0,0,0,0,0,3859,1001,0,0,0,257,50,0,0,27,6330,0,0,1125,0,167,576,0,52,0,7,0,0,0,1963,39,0,0,0,0,49,866,2262,0,14964,0,0,0,0,63368,0,248,208,0,4,0,0,1603,0,1140,0,0,0,272,37,0,432,0,0,0,0,0,1032,14607,1829,76,36,31,0,36,0,2270,0,0,0,0,629,45,0,0,0,0,0,2130
238,238,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN13",3,1,3,6.3,1.184,78,NA,"C","P","N",1,"C06","C06PN1","C06PN1","C06","PN",1,3,8.9,1.239,83,NA,"4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010EJ",0,0,141,0,0,0,68,0,0,2,0,0,17,3413,0,378,24,92,0,0,0,53,0,0,158,0,0,0,0,0,879,762,0,0,0,0,817,0,0,0,877,33,0,4989,0,17,70,0,0,17,636,0,0,0,62,6,0,0,0,0,0,833,38,0,10391,36,0,0,0,17904,0,349,23,0,0,0,0,5552,0,121,0,0,0,787,0,0,1005,0,3,20,0,0,2706,0,289,0,0,8,0,17,0,924,0,77,0,0,0,21,0,0,11,0,0,92
239,239,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE13",3,0,0,6.4,1.186,74,NA,"C","S","E",1,"C06","C06SE1","C06SE1","C06","SE",1,1,7.1,1.197,75,NA,"4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011BM",0,0,320,0,0,0,0,0,0,9,0,0,0,209,0,2150,0,3564,0,0,0,0,184,0,16,0,0,0,0,0,5975,301,0,0,0,0,63,0,0,0,1190,0,0,558,0,7,11,0,0,0,4,0,0,0,0,312,0,0,0,0,0,99,348,0,2635,0,0,0,0,38374,0,482,130,0,0,0,0,4797,0,14,0,0,0,156,0,0,95,0,0,0,0,0,221,0,709,3,0,0,0,40,0,1632,0,168,0,0,53,0,0,0,0,0,0,521
240,240,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN13",3,1,2,2.9,1.114,86,NA,"C","P","N",1,"C08","C08PN1","C08PN1","C08","PN",1,2,3.1,1.12,86,NA,"4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,34.17,33.35,34.67,33.95,4,1,"C811","JTMR011J",0,0,96,0,0,0,0,0,0,70,0,0,26,5028,0,444,0,281,0,0,0,0,156,0,92,78,0,0,0,0,3318,64,0,0,0,0,153,0,0,0,1177,8,0,994,0,19,54,0,0,9,5125,0,0,0,0,49,0,0,0,0,0,2911,215,0,9974,10,0,0,0,28890,2,67,0,0,0,0,0,4156,0,78,0,0,0,1483,0,0,1000,0,0,0,0,0,155,16,1303,0,0,7,0,0,33,166,0,430,0,0,68,0,0,0,62,0,0,856
241,241,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN13",3,1,1,NA,NA,60,NA,"S","P","N",1,"S06","S06PN1","S06PN1","S06","PN",1,1,NA,NA,59,NA,"4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR010DG",0,0,171,0,0,0,25,0,0,0,0,0,82,2206,0,508,0,437,12,0,0,10,0,6,80,11,0,0,0,0,5708,718,9,0,0,48,165,0,0,0,1370,0,0,1515,0,11,24,11,0,0,1987,0,0,0,549,152,0,0,0,0,0,579,86,0,1500,88,0,0,0,15493,0,227,12,0,0,0,0,10830,0,226,0,7,0,1816,0,0,155,0,5,0,0,0,533,39,2124,0,0,590,0,44,0,815,0,608,0,0,55,0,0,0,20,0,67,85
242,242,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN13",3,1,1,NA,NA,60,NA,"S","S","N",1,"S06","S06SN1","S06SN1","S06","SN",1,1,NA,NA,60,NA,"4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011BZ",0,0,1250,0,0,0,93,0,0,41,0,0,0,337,0,2704,0,585,0,0,0,0,0,207,27,0,0,0,0,0,2227,317,0,0,0,508,0,0,0,0,3806,0,0,611,0,59,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,553,0,2739,0,0,0,0,25527,0,0,0,0,0,0,0,3348,0,5,0,0,0,50,0,0,15,0,0,0,0,0,796,33,1555,0,0,0,0,1649,0,1414,151,31,0,0,4,0,0,0,0,0,0,1490
244,244,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE13",3,0,0,NA,NA,61,NA,"S","P","E",1,"S06","S06PE1","S06PE1","S06","PE",0,0,NA,NA,61,NA,"4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,30.74,31.14,31.42,31.84,4,1,"S601","JTMR011BB",0,0,43,0,0,0,0,0,0,0,0,0,0,952,0,432,0,76,0,0,0,0,0,0,20,169,0,0,0,0,18923,289,7,0,0,0,606,0,0,0,262,0,0,1099,0,3,8,0,0,0,2712,0,0,0,0,407,0,0,0,0,0,4984,0,0,1110,6,0,0,0,10701,0,147,0,0,0,0,0,17871,0,11,0,0,0,2509,0,0,72,0,7,0,0,0,14,75,541,0,0,0,0,0,9,91,0,265,0,0,45,0,0,0,35,0,0,352
245,245,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE13",3,1,1,NA,NA,69,NA,"S","S","E",1,"S06","S06SE1","S06SE1","S06","SE",1,1,NA,NA,69,NA,"4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR010DI",0,0,2417,0,0,0,0,0,0,164,0,0,452,1145,0,1591,71,3820,0,0,0,0,0,56,259,0,0,0,0,0,5534,290,0,0,0,71,5,0,0,21,7444,0,0,462,0,0,966,0,0,0,0,0,0,0,150,0,0,0,0,0,8,5,833,0,757,0,0,0,0,26661,0,0,14,0,0,0,0,1014,0,272,0,0,0,4,0,0,108,0,0,0,0,0,158,1186,1427,0,0,6,0,619,0,1401,34,0,0,0,134,22,0,0,0,0,0,128
246,246,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN13",3,1,1,NA,NA,62,NA,"C","P","N",1,"C02","C02PN1","C02SN1","C02","PN",1,2,NA,NA,62,NA,"4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,36.66,35.73,NA,NA,2,0,"C211","JTMR011AN",0,0,2078,97,0,0,0,0,0,37,0,0,149,2802,0,1701,0,2027,0,11,0,0,25,12,569,0,0,0,0,0,532,372,0,0,0,138,2,0,0,0,2857,0,0,6141,0,8,1493,0,0,0,0,0,0,0,0,80,0,0,0,0,0,138,640,0,2099,0,0,0,0,29968,6,54,0,0,0,0,0,6821,0,7,0,4,0,28,0,0,349,0,5,0,0,0,98,5,1741,10,0,0,0,327,0,875,0,0,0,0,21,0,0,0,14,0,0,53
247,247,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN13",3,0,0,NA,NA,67,NA,"C","S","N",1,"C02","C02SN1","C02PN1","C02","SN",0,0,NA,NA,66,NA,"4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR010AD",0,0,209,0,0,0,0,0,0,0,0,0,0,273,0,439,0,25,0,0,0,0,105,0,61,907,0,0,0,0,13204,57,0,0,0,0,18,0,0,0,2948,0,0,671,0,15,68,0,0,0,6457,0,0,0,611,500,0,0,0,0,0,7733,57,0,1235,0,0,0,0,6499,0,0,0,0,0,138,0,8748,0,402,0,0,0,7480,0,0,76,0,0,7,0,0,130,145,2725,0,0,35,0,18,48,249,0,576,0,0,54,0,0,0,81,0,27,851
248,248,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE13",3,1,2,NA,NA,70,NA,"C","S","E",1,"C02","C02SE1","C02SE1","C02","SE",1,2,NA,NA,70,NA,"4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010CD",0,0,18018,0,0,0,0,0,0,67,0,0,250,512,0,398,0,4451,13,0,0,0,195,20,664,6,0,0,0,0,984,216,0,0,0,201,0,0,0,4,934,5,0,1360,0,23,65,0,48,0,3,4,0,0,116,13,0,0,0,0,0,600,415,0,595,0,0,0,0,11671,24,34,9,0,0,0,0,1556,0,183,0,0,0,57,0,0,58,0,0,0,0,0,210,181,1994,4,6,0,0,13,0,516,0,0,0,0,113,0,0,0,0,0,0,0
250,250,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE13",3,1,3,NA,NA,68,NA,"C","P","E",1,"C04","C04PE1","C04PE1","C04","PE",1,3,NA,NA,70.5,NA,"4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,31.27,31.49,31.23,31.57,4,1,"C401","JTMR011AA",0,0,3842,6,0,0,0,0,0,63,0,0,179,15705,0,359,0,262,0,23,0,0,0,0,162,29,0,0,0,0,2231,188,13,0,0,0,731,0,0,0,1138,8,0,1249,0,0,139,0,14,13,1233,0,0,0,0,665,0,0,0,0,0,625,93,0,1892,0,0,0,0,30797,0,33,0,0,0,0,0,2385,0,61,3,0,0,2850,0,0,1742,16,0,0,0,0,61,0,1523,0,12,0,0,0,0,1091,0,119,0,0,9,0,0,0,0,0,0,130
251,251,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE13",3,1,3,NA,NA,75,NA,"C","S","E",1,"C04","C04SE1","C04SE1","C04","SE",1,3,NA,NA,75,NA,"4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011CS",0,0,1465,0,0,0,483,0,0,142,0,0,253,2254,0,3013,0,4125,0,10,0,0,0,63,902,0,0,0,0,0,4096,64,0,0,0,388,77,0,0,0,1419,11,0,2122,0,18,563,0,0,0,75,0,0,0,0,3,0,0,0,0,0,81,1562,0,1134,0,0,0,0,34452,3,100,0,0,0,0,0,9265,0,98,0,0,0,358,0,0,219,0,0,0,0,0,86,0,3122,28,0,0,0,8600,0,1360,0,54,0,0,153,0,0,0,0,0,0,133
253,253,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE13",3,0,0,NA,NA,72,NA,"C","P","E",1,"C10","C10PE1","C10PE1","C10","PE",0,0,NA,NA,72,NA,"4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011EO",0,0,421,0,0,0,0,0,0,0,0,0,0,1339,0,139,0,5735,0,0,0,0,0,0,15,69,0,0,0,0,3672,4196,0,0,0,0,192,0,0,0,187,0,0,1001,0,0,0,0,0,10,1135,0,0,0,0,158,0,0,0,0,0,1359,41,0,4231,1261,0,0,0,27127,0,507,0,0,0,17,0,11763,0,86,0,0,0,326,0,0,241,0,0,0,0,0,120,0,958,0,0,24,0,0,0,282,0,190,0,0,10,0,0,0,0,0,0,315
254,254,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE13",3,0,0,NA,NA,87,NA,"C","S","E",1,"C10","C10SE1","C10SE1","C10","SE",0,0,NA,NA,85,NA,"4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR010AX",0,0,47,0,0,0,0,0,0,0,0,0,0,44,0,187,0,127,0,0,0,0,0,20,5,0,0,0,0,0,13857,81,0,0,0,0,0,0,0,11,136,0,0,246,0,0,11,0,0,0,819,0,0,0,239,90,0,0,0,0,0,23240,202,0,1089,0,0,0,0,9216,0,0,0,0,0,0,0,784,0,26,0,0,0,428,0,0,0,0,0,0,0,0,4,112,516,0,0,19,0,0,0,534,0,153,0,0,40,0,0,0,4,0,2,284
